Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
China,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.858,3.073,1.94,1.695,1.305,2.417,2.598,3.536,5.781,8.418,9.933,9.188,4.78,3.941,1.817,2.522,1.54,2.243,2.637,1.704,1.538,0.174,0.718,1.674,1.788,1.799,2021
Fiji,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"7,550.93","7,813.62","7,531.13","7,035.15","7,583.18","7,184.06","7,587.75","7,013.95","7,248.41","8,093.56","8,494.02","8,198.47","8,629.45","8,784.00","9,159.76","9,324.97","9,697.29","9,396.01","9,449.73","10,198.53","9,954.09","10,071.83","10,321.49","10,331.85","10,814.71","10,601.05","10,729.03","10,560.67","10,614.95","10,416.21","10,677.56","10,913.84","11,015.61","11,482.90","12,069.63","12,557.20","12,751.06","13,316.59","13,748.05","13,592.64","11,219.56","10,587.40","11,849.81",2017
Fiji,Total investment,Percent of GDP,,28.141,29.436,26.139,23.209,18.945,20.128,16.332,14.336,11.52,13.431,14.284,15.717,12.76,15.973,13.485,13.715,16.703,18.348,28.243,22.852,17.322,16.204,19.85,22.143,19.269,21.04,18.649,15.613,23.423,19.019,18.738,20.999,17.272,27.634,19.169,21.109,19.256,19.551,20.358,19.944,19.1,20.224,20.054,2021
Fiji,"Inflation, average consumer prices",Index,,24.008,26.697,28.57,30.515,32.123,33.54,34.14,36.074,40.315,42.81,46.317,49.327,51.735,54.429,54.864,56.062,57.749,59.709,63.138,64.389,65.097,67.873,68.363,71.247,73.261,74.949,76.81,80.506,86.726,89.896,93.212,100,103.416,106.424,106.977,108.447,112.637,116.408,121.159,123.307,120.107,120.294,126.003,2021
Fiji,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,n/a,9.551,11.908,12.003,7.789,8.172,7.534,6.895,7.534,7.278,6.895,3.742,4.183,4.628,5.071,5.512,5.951,6.388,6.822,7.255,7.3,7.7,8.6,8.8,8.7,7.1,7.1,6.8,6.367,6.2,5.5,5.5,4.5,4.5,4.5,13.351,9,6.5,2019
Fiji,Population,Persons,Millions,0.634,0.649,0.666,0.683,0.698,0.709,0.715,0.718,0.719,0.733,0.739,0.745,0.751,0.757,0.763,0.769,0.775,0.781,0.786,0.792,0.798,0.803,0.809,0.815,0.82,0.826,0.832,0.837,0.841,0.845,0.849,0.853,0.858,0.862,0.866,0.869,0.877,0.885,0.89,0.895,0.9,0.905,0.91,2017
Fiji,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.591,0.653,0.697,0.718,0.746,0.806,1.141,1.006,0.912,0.901,1.039,1.069,1.178,1.222,1.402,1.402,1.457,1.419,1.538,1.804,1.912,2.088,2.358,2.55,2.669,2.799,3.205,3.139,2.474,1.905,2.099,2021
Fiji,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.644,0.703,0.703,0.695,0.854,0.953,0.955,0.96,0.965,1.081,1.196,1.228,1.227,1.285,1.445,1.384,1.375,1.593,1.62,1.854,1.964,2.095,2.666,2.926,3.246,3.024,3.705,3.561,3.322,3.162,3.401,2021
Fiji,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.053,-0.05,-0.006,0.023,-0.108,-0.147,0.186,0.046,-0.053,-0.18,-0.156,-0.159,-0.049,-0.063,-0.043,0.018,0.081,-0.174,-0.082,-0.05,-0.052,-0.006,-0.308,-0.377,-0.577,-0.225,-0.499,-0.421,-0.848,-1.257,-1.303,2021
Fiji,Current account balance,U.S. dollars,Billions,-0.041,-0.181,-0.119,-0.106,-0.068,-0.067,-0.035,0.02,0.067,-0.016,-0.133,-0.074,-0.04,-0.09,-0.037,-0.031,0.019,-0.06,-0.007,-0.05,-0.07,-0.08,0.015,-0.102,-0.327,-0.224,-0.465,-0.342,-0.513,-0.064,-0.128,-0.194,-0.043,-0.401,-0.269,-0.2,-0.175,-0.356,-0.468,-0.69,-0.569,-0.59,-0.659,2021
Fiji,Current account balance,Percent of GDP,,-3.151,-13.496,-9.173,-8.7,-5.345,-5.417,-2.514,1.536,5.535,-1.274,-9.174,-4.925,-2.422,-5.089,-1.85,-1.463,0.813,-2.649,-0.416,-2.393,-3.824,-4.422,0.749,-4.077,-11.065,-6.863,-13.845,-9.274,-13.447,-2.054,-3.754,-4.736,-0.996,-8.84,-5.532,-4.262,-3.541,-6.648,-8.388,-12.579,-12.704,-13.733,-13.56,2021
India,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,210.46","1,253.68","1,267.40","1,328.59","1,348.04","1,387.17","1,421.50","1,445.95","1,551.49","1,609.43","1,663.60","1,647.23","1,703.08","1,749.17","1,829.74","1,930.93","2,037.72","2,080.98","2,169.40","2,310.89","2,360.63","2,434.89","2,487.65","2,641.28","2,802.95","3,015.19","3,243.99","3,508.59","3,592.10","3,842.12","4,179.50","4,399.89","4,583.18","4,818.52","5,116.63","5,464.39","5,851.39","6,182.92","6,514.00","6,689.37","6,186.61","6,659.01","7,047.85",2013
India,Total investment,Percent of GDP,,19.169,18.943,19.081,18.232,19.126,20.602,20.08,21.871,22.842,23.71,26.032,21.8,23.038,22.189,24.729,25.274,23.683,25.572,24.206,26.634,24.263,24.244,24.75,26.831,32.818,34.65,35.659,38.114,34.305,36.48,36.502,39.59,38.348,34.024,34.268,32.117,30.172,30.982,32.343,30.221,27.896,31.184,32.821,2022
India,Gross national savings,Percent of GDP,,15.874,15.898,15.991,15.461,16.626,18.569,18.279,20.164,20.455,21.731,23.086,21.375,21.362,21.781,23.717,23.666,22.558,24.272,23.264,25.628,23.703,24.932,25.961,29.109,32.476,33.463,34.651,36.843,32.025,33.665,33.701,35.402,33.541,32.286,32.954,31.067,29.547,29.147,30.228,29.354,28.796,29.966,29.345,2022
India,"Inflation, average consumer prices",Index,,8.96,10.094,10.875,12.241,13.038,13.853,15.085,16.451,17.638,18.444,20.509,23.274,25.57,27.431,30.249,33.263,36.4,38.891,43.996,46.503,48.284,50.365,52.371,54.394,56.475,58.962,62.91,66.813,72.886,81.861,90.48,99.075,108.983,119.227,126.142,132.323,138.278,143.259,148.171,155.227,164.812,173.888,185.866,2022
India,Volume of imports of goods and services,Percent change,,13.355,10.338,7.437,4.566,0.094,7.484,3.415,2.058,10.737,1.901,5.637,-18.192,26.22,0.819,27.351,17.507,6.857,13.876,4.603,6.551,2.189,-0.893,12.442,8.525,35.839,16.645,11.5,18.803,3.505,6.588,15.928,10.656,1.781,-3.54,6.361,0.852,4.386,13.604,4.682,-4.401,-14.001,20.479,10.094,2022
India,Volume of exports of goods and services,Percent change,,7.258,9.051,8.061,6.555,4.13,-1.967,0.369,5.437,5.852,9.721,3.979,3.527,11.062,8.332,12.514,13.302,5.514,14.03,11.358,7.981,11.398,2.413,17.719,16.24,27.035,17.903,15.956,18.476,7.224,-5.234,27.598,12.924,0.037,4.748,4.056,-5.236,6.759,10.208,5.051,-2.146,-6.338,20.29,3.895,2022
India,Population,Persons,Millions,698.953,715.385,732.239,749.429,766.833,784.36,801.975,819.682,837.469,855.335,873.278,891.273,909.307,927.404,945.602,963.923,982.365,"1,000.90","1,019.48","1,038.06","1,056.58","1,075.00","1,093.32","1,111.52","1,129.62","1,147.61","1,165.49","1,183.21","1,200.67","1,217.73","1,234.28","1,250.29","1,265.78","1,280.84","1,295.60","1,310.15","1,324.52","1,338.68","1,352.64","1,366.42","1,380.00","1,393.41","1,406.63",2013
India,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,767.522,887.897,"1,022.47","1,282.89","1,430.75","1,543.79","1,871.31","2,190.00","2,463.07","2,620.07","2,887.43","3,409.68","3,782.61","3,992.11","4,497.42","5,170.00","6,126.85","7,040.44","8,734.51","10,952.53","11,095.65","11,995.66","14,650.84","16,853.63","19,703.36","22,018.07","23,875.36","27,342.52","30,957.01","34,187.65","37,708.34","40,007.92","36,226.58","47,699.50","52,022.60",2020
India,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,068.52","1,266.57","1,487.31","1,806.08","2,031.57","2,294.53","2,693.05","3,011.53","3,398.32","3,898.97","4,614.07","5,139.61","5,582.03","6,546.51","7,257.27","8,361.33","9,064.96","9,761.84","11,449.07","13,199.28","16,152.66","18,171.65","21,365.30","24,147.72","27,210.65","29,881.11","32,691.54","37,265.27","41,915.89","44,830.02","49,758.42","55,050.87","61,486.36","71,317.43","79,038.86",2020
India,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-301.001,-378.669,-464.84,-523.197,-600.822,-750.74,-821.739,-821.531,-935.251,"-1,278.90","-1,726.64","-1,729.92","-1,799.42","-2,554.40","-2,759.84","-3,191.33","-2,938.12","-2,721.40","-2,714.56","-2,246.75","-5,057.02","-6,175.98","-6,714.46","-7,294.09","-7,507.29","-7,863.04","-8,816.18","-9,922.75","-10,958.88","-10,642.37","-12,050.08","-15,042.95","-25,259.77","-23,617.93","-27,016.26",2020
India,General government structural balance,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-985.56,"-1,270.23","-1,718.91","-1,807.09","-1,827.95","-2,558.07","-2,668.98","-3,133.42","-2,876.43","-2,718.61","-2,783.83","-2,498.72","-4,891.75","-6,075.16","-6,940.51","-7,423.38","-7,316.19","-7,466.68","-8,419.57","-9,719.85","-11,281.81","-10,480.43","-12,676.89","-14,877.81","-18,520.84","-20,514.29","-23,648.32",2020
India,Current account balance,U.S. dollars,Billions,-2.799,-3.166,-3.393,-3.207,-2.416,-4.811,-4.564,-4.848,-7.203,-5.961,-9.624,-1.17,-4.913,-1.16,-3.369,-5.897,-4.496,-5.502,-4.037,-4.697,-2.666,3.4,6.344,14.082,-2.47,-9.901,-9.565,-15.736,-27.914,-38.437,-47.867,-78.2,-87.843,-32.257,-26.788,-22.086,-14.351,-48.662,-57.183,-24.549,24.011,-38.692,-120.569,2022
India,Current account balance,Percent of GDP,,-1.478,-1.611,-1.667,-1.444,-1.121,-2.025,-1.806,-1.708,-2.404,-1.979,-2.947,-0.426,-1.675,-0.408,-1.012,-1.609,-1.125,-1.3,-0.942,-1.006,-0.559,0.688,1.211,2.277,-0.342,-1.187,-1.008,-1.27,-2.28,-2.815,-2.802,-4.29,-4.806,-1.737,-1.314,-1.05,-0.625,-1.835,-2.116,-0.867,0.9,-1.218,-3.476,2022
Indonesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,852.22","3,009.62","3,017.58","3,083.16","3,252.40","3,313.92","3,483.29","3,640.26","3,818.83","4,085.01","4,366.44","4,678.69","4,902.57","5,206.26","5,507.48","5,862.97","6,249.16","6,468.16","5,554.94","5,534.96","5,744.18","5,869.76","6,047.62","6,247.62","6,469.67","6,741.81","7,012.67","7,352.77","7,788.87","8,040.42","8,432.94","8,792.32","9,192.04","9,570.56","9,916.34","10,260.61","10,655.77","11,073.52","11,522.78","11,976.45","11,586.23","11,923.69","12,440.23",2021
Indonesia,Total investment,Percent of GDP,,31.932,38.668,37.316,39.096,34.822,36.81,36.384,39.659,39.706,44.364,42.499,43.875,40.517,29.92,31.497,32.399,31.621,32.227,19.227,13.64,25.087,25.315,24.215,28.089,27.358,28.579,28.986,28.736,32.998,31.173,32.88,32.984,35.072,33.831,34.6,34.063,33.859,33.711,34.571,33.78,32.355,31.46,30.28,2021
Indonesia,Gross national savings,Percent of GDP,,20.394,22.214,16.901,16.122,17.822,19.32,16.765,20.583,20.915,25.582,23.082,23.943,22.783,23.307,24.434,23.905,22.992,24.959,17.022,12.485,24.905,24.677,23.355,26.71,23.999,23.574,25.762,24.358,33.02,33.013,33.582,33.173,32.415,30.656,31.513,32.028,32.04,32.116,31.633,31.075,31.937,31.749,32.461,2021
Indonesia,"Inflation, average consumer prices",Index,,3.793,4.258,4.661,5.211,5.757,6.028,6.378,6.968,7.531,8.013,8.638,9.453,10.167,11.149,12.1,13.239,14.296,15.188,24.064,28.99,30.059,33.506,37.494,40.041,42.468,46.912,53.058,56.411,61.978,64.954,68.293,71.943,74.807,79.603,84.695,90.083,93.26,96.813,99.999,102.819,104.909,106.546,111.481,2021
Indonesia,Volume of imports of goods and services,Percent change,,9.3,38.7,1.2,3.6,-10.5,2.1,-4.9,24.4,-17.734,14.4,27.6,14.9,6.1,4.7,15.5,20.27,9.434,0.674,-12.5,-24.103,25.495,-10.275,3.038,4.207,15.058,24.384,-2.186,7.898,18.78,-18.228,17.893,18.736,15.777,0.968,0.144,-8.294,0.952,10.893,15.165,-9.697,-14.896,15.895,8.469,2021
Indonesia,Volume of exports of goods and services,Percent change,,6.3,-24.8,-25,12,15.2,-4.8,14.8,-5.9,26.3,11,1.4,14.7,12.5,4.6,11.4,8.2,0.9,13.4,15.2,-25.711,17.851,-7.538,-0.864,0.329,5.662,12.139,4.095,-0.238,11.128,-6.884,16.349,14.97,-0.996,-0.975,-0.768,-2.882,2.832,7.566,4.51,0.101,-7.964,0.412,0.832,2021
Indonesia,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,1.62,2.22,2.75,2.64,2.89,2.86,2.59,2.67,2.79,2.83,4.47,7.42,4.998,4.77,5.46,6.36,6.08,8.1,9.06,9.67,9.86,11.24,10.28,9.11,8.39,7.87,7.14,6.56,6.14,6.25,5.94,6.18,5.61,5.5,5.24,5.18,7.07,6.49,5.5,2021
Indonesia,Population,Persons,Millions,147.49,150.406,153.379,156.41,159.502,162.655,165.87,169.149,172.492,175.902,179.379,182.354,185.378,188.452,191.578,194.755,197.004,199.28,201.581,203.909,206.265,209.206,212.19,215.216,218.285,221.398,224.555,227.758,231.006,234.3,237.641,241.991,245.425,248.818,252.165,255.588,258.497,261.356,264.162,266.912,270.204,272.249,274.859,2021
Indonesia,General government revenue,National currency,Billions,n/a,"12,829.60","12,352.90","15,887.90","19,313.50","19,839.70","17,953.50","21,039.50","24,057.60","27,606.00","38,956.60","42,709.60","47,409.30","53,810.70","62,478.10","68,909.90","80,244.20","107,814.90","152,263.30","188,428.70","203,045.48","317,746.29","324,027.80","374,485.40","438,800.21","538,894.00","685,237.41","764,121.45","1,053,084.64","924,686.40","1,073,832.30","1,332,189.42","1,486,152.64","1,609,899.88","1,739,834.56","1,714,502.34","1,778,097.89","1,909,821.24","2,208,120.49","2,240,881.37","1,924,338.96","2,307,072.59","2,777,388.72",2021
Indonesia,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"56,155.90","62,455.70","65,390.00","74,051.60","115,655.10","174,129.30","201,176.70","231,311.55","349,321.83","335,443.09","398,078.95","445,297.69","526,114.28","671,708.93","804,822.77","1,050,154.51","1,023,520.33","1,159,098.28","1,387,241.12","1,622,837.25","1,821,515.84","1,966,625.29","2,014,591.08","2,086,438.83","2,250,798.24","2,467,820.49","2,593,825.17","2,867,962.17","3,090,777.29","3,510,928.69",2021
Indonesia,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"-2,345.20",22.4,"3,519.90","6,192.60","-7,840.20","-21,866.00","-12,748.00","-28,266.07","-31,575.54","-11,415.29","-23,593.55","-6,497.47","12,779.72","13,528.49","-40,701.32","2,930.13","-98,833.94","-85,265.99","-55,051.70","-136,684.60","-211,615.96","-226,790.73","-300,088.74","-308,340.94","-340,977.00","-259,700.00","-352,943.80","-943,623.20","-783,704.70","-733,539.98",2021
Indonesia,General government structural balance,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,052.47","17,858.21","18,420.43","-41,132.28","-14,947.71","-105,387.43","-98,477.03","-75,192.84","-163,960.84","-239,516.49","-245,255.17","-306,198.31","-305,906.30","-330,716.14","-251,549.84","-344,852.39","-804,683.24","-653,707.88","-646,146.00",2021
Indonesia,Current account balance,U.S. dollars,Billions,2.9,-0.6,-5.4,-6.7,-2.3,-2.1,-4.3,-2.4,-2.1,-1.7,-3.2,-4.4,-3.1,-2.3,-3,-6.8,-7.3,-3.8,4,5.752,7.99,6.9,7.822,8.107,5.258,1.595,9.542,6.795,0.126,10.628,5.303,1.685,-24.418,-29.109,-27.51,-17.518,-16.953,-16.196,-30.633,-30.279,-4.433,3.43,28.116,2021
Indonesia,Current account balance,Percent of GDP,,2.921,-0.541,-4.745,-6.495,-2.145,-1.961,-4.248,-2.521,-1.958,-1.387,-2.315,-2.847,-1.842,-1.205,-1.404,-2.784,-2.657,-1.458,3.469,3.4,4.452,3.954,3.676,3.174,1.881,0.513,2.408,1.445,0.022,1.84,0.702,0.189,-2.657,-3.176,-3.087,-2.035,-1.819,-1.595,-2.938,-2.705,-0.417,0.289,2.181,2021
Kiribati,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,290.84","2,265.64","2,253.13","2,161.81","2,177.92","2,039.08","2,011.34","1,967.65","2,090.38","1,975.18","1,907.30","1,876.21","1,873.39","1,869.39","1,878.43","1,851.54","1,844.47","1,850.61","1,944.17","1,877.25","1,955.21","1,895.19","1,937.23","1,942.02","1,875.38","1,929.42","1,887.13","1,881.85","1,800.90","1,776.37","1,722.31","1,722.46","1,783.27","1,831.18","1,786.27","1,935.24","1,898.57","1,866.98","1,936.79","1,897.41","1,858.00","1,852.74","1,839.78",2020
Kiribati,"Inflation, average consumer prices",Index,,48.137,51.844,54.688,58.14,61.304,64.057,68.289,61.316,62.012,65.49,68.078,72.215,75.261,79.859,83.053,86.458,85.016,87.188,90.386,91.973,92.319,97.86,100.968,102.616,101.857,101.499,100.5,104.097,118.322,129.937,124.87,126.74,122.88,121.051,123.598,124.305,126.689,127.139,127.856,125.538,128.652,132.511,139.932,2020
Kiribati,Volume of imports of goods and services,Percent change,,403.516,47.845,-6.045,-10.257,-6.678,-18.302,-10.141,138.908,-18.608,4.148,21.598,-12.867,30.114,-15.005,-18.645,26.863,-10.972,2.217,-7.287,15.482,4.282,4.629,16.885,-13.726,-4.356,28.619,-23.212,11.443,-0.929,-2.275,3.912,26.142,10.311,0.738,1.229,-4.935,0.56,-2.751,-14.02,6.021,-18.779,29.184,5.984,2020
Kiribati,Volume of exports of goods and services,Percent change,,274.878,-37.117,-7.19,3.392,54.387,-32.926,6.193,-14.257,-19.84,-2.562,-14.627,14.205,-3.277,-1.414,-2.941,6.611,-32.467,47.253,-7.828,6.528,-31.287,31.447,27.844,-10.12,-30.194,22.116,-27.691,75.333,-10.198,-4.651,-4.236,32.636,2.968,-15.716,3.603,5.972,20.619,-16.342,-35.978,73.275,-36.194,20.077,-1.667,2020
Kiribati,Population,Persons,Millions,0.059,0.06,0.061,0.062,0.063,0.064,0.066,0.067,0.069,0.071,0.072,0.074,0.075,0.076,0.077,0.078,0.079,0.08,0.082,0.083,0.084,0.086,0.087,0.089,0.09,0.092,0.094,0.097,0.099,0.101,0.103,0.105,0.106,0.108,0.109,0.111,0.113,0.114,0.116,0.118,0.119,0.122,0.124,2020
Kiribati,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.024,0.03,0.047,0.046,0.056,0.053,0.051,0.06,0.05,0.083,0.107,0.091,0.085,0.114,0.138,0.112,0.12,0.128,0.104,0.107,0.111,0.119,0.123,0.12,0.157,0.188,0.303,0.34,0.332,0.367,0.356,0.347,0.3,0.306,0.312,2020
Kiribati,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.049,0.043,0.055,0.048,0.05,0.064,0.071,0.077,0.089,0.093,0.085,0.127,0.133,0.125,0.147,0.143,0.123,0.128,0.139,0.134,0.137,0.154,0.169,0.164,0.225,0.232,0.275,0.268,0.361,0.339,0.29,0.352,0.361,2020
Kiribati,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.002,0.002,0.001,0.005,0.001,-0.005,-0.021,0.006,0.017,-0.002,--,-0.014,0.004,-0.013,-0.027,-0.015,-0.018,-0.021,-0.028,-0.015,-0.014,-0.034,-0.012,0.024,0.077,0.108,0.056,0.099,-0.004,0.008,0.01,-0.045,-0.05,2020
Kiribati,Current account balance,U.S. dollars,Billions,0.011,0.009,0.005,0.004,0.01,0.006,0.011,0.006,0.001,0.003,-0.006,0.009,-0.009,-0.001,--,-0.006,-0.017,0.004,0.016,0.002,-0.002,-0.006,-0.009,-0.008,-0.007,-0.029,-0.01,-0.003,-0.005,-0.017,--,-0.017,0.004,-0.01,0.056,0.056,0.019,0.071,0.076,0.087,0.071,0.034,0.013,2020
Kiribati,Current account balance,Percent of GDP,,27.239,20.588,11.498,10.348,23.095,17.668,33.853,17.533,1.612,5.928,-14.613,18.295,-17.961,-1.653,0.769,-10.681,-24.789,6.185,24.336,2.629,-3.65,-9.846,-11.806,-9.292,-7.292,-25.433,-8.774,-1.887,-3.649,-12.33,0.125,-9.57,1.908,-5.473,31.465,32.971,10.759,37.444,38.842,48.774,39.148,16.619,6.327,2020
Lao P.D.R.,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,527.30","1,728.37","1,769.12","1,776.42","1,840.82","1,954.87","1,993.11","1,919.33","1,826.57","1,951.32","2,006.00","2,026.34","2,106.53","2,168.39","2,283.49","2,383.98","2,489.46","2,603.90","2,665.56","2,724.87","2,851.91","2,940.57","3,092.95","3,234.95","3,415.05","3,595.23","3,853.88","4,087.34","4,332.95","4,575.25","4,862.59","5,169.54","5,489.18","5,842.03","6,193.50","6,543.81","6,896.29","7,255.17","7,593.00","7,826.57","7,678.89","7,726.94","7,789.79",2020
Lao P.D.R.,"Inflation, average consumer prices",Index,,0.172,0.231,0.393,0.638,0.812,1.743,2.353,2.496,2.866,4.577,3.372,3.826,4.202,4.44,4.78,5.692,6.782,8.107,15.416,35.211,38.157,41.137,45.511,52.56,58.062,62.224,66.297,69.387,74.681,74.786,79.26,85.259,88.887,94.551,98.455,99.713,101.305,102.141,104.225,107.688,113.185,117.433,135.048,2021
Lao P.D.R.,Volume of imports of goods and services,Percent change,,-13.427,16.142,32.697,10.473,14.496,7.78,-12.803,6.048,3.579,25.336,-7.561,13,17.8,59.8,22.3,-1.5,15.2,-6.939,-4.031,-0.401,20.588,7.114,-2.158,2.397,31.436,16.36,18.39,16.411,22.439,9.356,13.412,16.694,29.806,15.26,15.349,-0.199,-16.968,6.175,0.36,-5.417,-16.746,15.181,-5.019,2021
Lao P.D.R.,Volume of exports of goods and services,Percent change,,-21.72,60.183,66.915,-7.413,8.079,43.743,-2.563,-6.25,13.806,17.294,26.489,22.1,38.2,64.6,12.7,3.7,0.361,-3.78,4.174,4.472,12.636,-13.731,-4.571,-9.289,5.978,11.734,14.416,7.56,13.66,4.884,16.731,21.667,6.685,10.552,22.155,-4.798,17.824,2.588,4.104,14.133,-7.407,21.806,0.478,2021
Lao P.D.R.,Population,Persons,Millions,3.209,3.27,3.345,3.431,3.525,3.622,3.724,3.83,3.94,4.053,4.206,4.33,4.457,4.584,4.708,4.827,4.941,5.05,5.145,5.235,5.324,5.41,5.493,5.577,5.662,5.752,5.846,5.945,6.047,6.149,6.249,6.348,6.445,6.541,6.64,6.741,6.846,6.953,7.061,7.169,7.276,7.379,7.481,2020
Lao P.D.R.,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,305.70","2,527.88","2,711.85","2,874.52","3,299.43","4,154.45","5,255.30","6,383.99","7,374.93","9,318.38","12,977.74","13,500.24","18,260.90","18,969.67","23,340.32","23,698.79","20,716.32","22,925.01","24,758.34","25,143.53","21,780.87","24,797.97","29,813.63",2020
Lao P.D.R.,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,811.01","3,141.89","3,273.06","3,793.44","3,807.48","4,980.12","5,843.67","6,896.65","8,340.14","11,014.45","13,888.56","14,528.62","20,173.19","22,753.16","26,685.46","30,230.13","26,990.00","30,675.59","31,865.73","30,600.16","31,162.87","31,309.64","40,748.79",2020
Lao P.D.R.,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-505.305,-614.015,-561.207,-918.927,-508.049,-825.665,-588.376,-512.665,-965.215,"-1,696.07",-910.817,"-1,028.39","-1,912.30","-3,783.50","-3,345.14","-6,531.34","-6,273.67","-7,750.58","-7,107.39","-5,456.64","-9,382.00","-6,511.67","-10,935.16",2020
Lao P.D.R.,Current account balance,U.S. dollars,Billions,-0.043,-0.055,-0.051,-0.071,-0.057,-0.059,-0.064,-0.082,-0.079,-0.116,-0.078,-0.025,-0.041,-0.043,-0.106,-0.124,-0.233,-0.202,-0.076,-0.096,0.025,-0.215,-0.172,-0.262,-0.368,-0.482,-0.364,-0.494,-0.928,-1.143,-1.237,-1.368,-2.173,-3.174,-3.087,-3.22,-1.752,-1.901,-2.35,-1.711,-0.837,-0.029,-0.413,2020
Lao P.D.R.,Current account balance,Percent of GDP,,-2.242,-4.934,-4.523,-3.485,-1.961,-1.611,-2.499,-4.514,-6.699,-7.916,-4.465,-1.218,-1.746,-1.607,-3.451,-3.464,-6.26,-5.738,-5.679,-6.805,1.459,-12.26,-9.34,-11.589,-13.873,-15.668,-9.264,-10.386,-15.608,-17.769,-16.482,-15.264,-21.318,-26.51,-23.273,-22.335,-11.017,-11.149,-12.963,-9.103,-4.519,-0.157,-2.539,2020
Malaysia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"7,506.77","7,834.30","8,093.10","8,390.06","8,821.06","8,470.57","8,339.50","8,565.57","9,188.88","9,784.54","10,222.57","11,029.63","11,682.02","12,488.30","13,272.84","14,196.84","15,218.86","15,923.80","14,379.32","14,877.23","15,764.36","15,433.11","15,868.02","16,393.50","17,110.04","17,573.53","18,309.68","19,270.19","19,835.39","19,199.82","20,279.34","21,005.00","21,818.40","22,310.47","23,269.51","24,060.44","24,775.66","25,897.24","26,849.89","27,913.55","26,319.32","27,036.72","28,140.32",2021
Malaysia,Total investment,Percent of GDP,,34.783,40.036,42.372,41.023,35.735,29.813,27.84,24.755,27.547,30.402,35.338,37.843,36.003,39.613,41.386,43.523,41.964,43.377,29.539,25.658,29.397,26.838,27.24,25.532,25.85,23.122,23.425,23.966,22.265,18.407,23.657,23.456,25.951,26.108,25.158,25.424,25.996,25.547,23.897,21.048,19.699,22.271,21.436,2021
